timestamp,id,creation_date,dispenser,bottle,time,temperature_c,fill_level_grams,recipe,vibration_index,color_red,color_blue,color_green,is_cracked,drop_oscillation
2025-06-04T11:47:33.968532,,,red,49029391,1749030453,,0,29,-9.663486394374011,,,,,
2025-06-04T11:47:34.067951,,,red,,1749030453,29.831743197187006,,,,,,,,
2025-06-04T11:47:34.076986,,,blue,49029389,1749030453,,761.963028679681,29,202.55546159316978,,,,,
2025-06-04T11:47:34.084991,,,blue,,1749030453,30.814283968272196,,,,,,,,
2025-06-04T11:47:34.097371,,,green,49029387,1749030453,,636.5627773493488,29,63.99480685129467,,,,,
2025-06-04T11:47:34.108944,,,green,,1749030453,32.50363410739502,,,,,,,,
2025-06-04T11:47:35.963619,,,,49029387,1749030455,,,,,,,,,
2025-06-04T11:47:35.993020,,,,49029387,,,,,,,,,,"['0.0000000000', '0.9175660250', '1.3413937856', '2.1951263663', '1.6627102881', '2.0586486587', '2.1315178746', '1.4051472937', '0.6922083880', '0.4184378595', '0.0188605270', '-0.4150723551', '-0.4708938802', '-0.7518171919', '-0.6887064777', '-1.0839236757', '-1.0753458434', '-0.9754844339', '-0.8111441867', '-0.8118008548', '-0.6009468424', '-0.5676541098', '-0.5547720636', '-0.4583495143', '-0.2700107473', '-0.0757536841', '0.2112494790', '0.6160653553', '1.1662507998', '1.2818730198', '1.9707359848', '2.0758191920', '3.1145894484', '2.3922854200', '3.1902761394', '2.9781419725', '2.3997676558', '1.8707459435', '0.8324845372', '0.1612853455', '-0.4094657223', '-1.1255639927', '-1.0432414275', '-0.8897501559', '-0.5469642737', '-0.0318616345', '0.4593340743', '0.9512109617', '1.4253210127', '1.3175768571', '1.9570593278', '2.2656160057', '1.7798607628', '1.9750753461', '2.0110531857', '2.3497651162', '1.6756497617', '1.6176028314', '1.3655651688', '1.1119383835', '0.9274221992', '1.2090289046', '0.7268593912', '0.5026620455', '0.0761874043', '-0.3300444761', '-0.7055303299', '-0.9385732403', '-1.7899098345', '-2.1006571697', '-2.5031572259', '-2.1288749233', '-4.0037172890', '-2.9775879177', '-1.8481769767', '-1.6686794716', '-1.2206971810', '-0.3156517490', '0.2858181824', '0.5531026469', '0.6152901775', '0.2850203404', '-0.1778034433', '-0.8044301245', '-1.3589851370', '-1.8288343848', '-2.2651405383', '-3.2402373148', '-3.1340835923', '-2.7795778912', '-2.5382567685', '-2.8523618398', '-2.7958031847', '-3.4260445193', '-3.0379960673', '-2.9982185413', '-1.7904860477', '-2.3917587305', '-1.6400736009', '-1.8623030422', '-1.5495048768', '-1.6215843179', '-0.9663571284', '-0.4857879017', '-0.1228129483', '0.3791914551', '0.9025018604', '1.4460973433', '1.8253662645', '1.9965491759', '1.8956506810', '2.1111793533', '1.5740807603', '0.7296221529', '0.0847417143', '-0.5893495558', '-0.9638767577', '-1.3219214139', '-1.2971496002', '-0.7617986816', '-0.1092102309', '0.3883329205', '1.2094661446', '1.7625676502', '2.3461476363', '2.7627204047', '3.1969618101', '2.9057778278', '3.4818383759', '2.8056259771', '2.5515504886', '3.0839468229', '2.7503700566', '2.1720016279', '1.7659388424', '3.0249511475', '1.8815678006', '2.0797726238', '2.1094256126', '1.8189245532', '0.7915044803', '1.0112908427', '0.5592178339', '0.3389508070', '-0.0933694355', '-0.4064042738', '-0.7865866392', '-0.9099491298', '-0.9666800815', '-0.6659276483', '-0.1716481385', '0.4886365011', '1.0617718997', '1.6163876946', '2.0911736628', '2.1493880433', '2.1504920001', '1.5461134406', '1.4133473355', '0.3232077990', '-0.3194449241', '-0.8657685533', '-1.5707156454', '-1.9957732806', '-2.3898727394', '-1.5635188001', '-1.9821116232', '-1.9224949386', '-1.9647014547', '-2.1255008737', '-1.3063062675', '-2.0489285579', '-1.8540436787', '-1.0546572425', '-1.2863443453', '-1.1000583101', '-1.1147661696', '-0.9466168037', '-0.8183507486', '-0.5462850819', '-0.2990017134', '0.0040375095', '0.2430906820', '0.4747246755', '0.6608195147', '0.6179056446', '0.4183146280', '0.1186549626', '-0.3919585796', '-0.8777918742', '-1.9346559678', '-2.5063982942', '-2.8316944276', '-3.3688641149', '-2.8770752830', '-2.7699682497', '-1.6895144860', '-1.1229965628', '-0.4490413011', '0.1586287031', '0.6638023362', '0.7455621658', '0.8855519835', '0.6982988692', '0.9231929455', '0.7630042326', '0.5545879966', '0.4572579928', '0.2588942441', '0.0605297755', '-0.0362487601', '-0.1256677151', '-0.2554241535', '-0.3286965806', '-0.4384105672', '-0.5932893053', '-0.7533356047', '-0.8990142372', '-1.2577998820', '-1.2508657295', '-1.2347800128', '-1.5696828579', '-1.4484647487', '-1.5343340950', '-0.9179481500', '-0.7336537368', '-0.0130815139', '0.6711144392', '1.6346772789', '2.9331656092', '2.6793618925', '2.7823928362', '2.5889018661', '2.1334626521', '1.7472771742', '1.0018736956', '0.2948813501', '-0.1806596021', '-0.4488647770', '-0.5810724087', '-0.7225464978', '-0.3203821011', '-0.1955498242', '0.0489631517', '0.3750983464', '0.6004985864', '0.9625443713', '1.0419553900', '1.3104844979', '1.1829252906', '1.3543779175', '2.0565850909', '1.7865274654', '1.9864251214', '2.0893763697', '2.6756162859', '2.5511723977', '2.4469156350', '2.5567081004', '2.5533928971', '2.5921115578', '2.7401091224', '2.3214593607', '1.9698195376', '0.9241599310', '0.3007869956', '-0.4289990572', '-1.5453079804', '-1.6367592927', '-1.8657509881', '-1.6430170236', '-0.9556132151', '-0.3698534970', '0.0895244359', '0.8502891064', '1.1525434581', '1.6436273352', '1.3676647208', '1.3603305297', '0.9600466079', '0.5870805322', '0.2066370674', '-0.1888568580', '-0.5551287762', '-0.9421287967', '-1.1614557256', '-1.4156909258', '-1.7779498098', '-1.8915559200', '-1.9291761215', '-2.0699992547', '-2.5568598321', '-2.5703759898', '-2.7276571540', '-3.0156120102', '-2.4217543198', '-2.3499610950', '-2.8847772879', '-3.4158055908', '-3.2552326756', '-2.2428557100', '-1.4634513963', '-1.4676778726', '-0.8959762730', '-0.2251316371', '0.3218282905', '0.7413991434', '0.8750235639', '0.5481651689', '0.0617490974', '-0.5362692833', '-1.3359153960', '-2.1541801347', '-1.6711583553', '-2.2464382804', '-2.9784422002', '-2.4399798081', '-1.6283638399', '-1.7120470681', '-1.3475406458', '-0.7642038282', '-0.2573231793', '0.1324708400', '0.3775901571', '0.7768866911', '0.9894365112', '1.5436184954', '1.3714947923', '1.7618306910', '2.3224731208', '1.9743111353', '2.4327317227', '2.0620089735', '2.2661795968', '3.2317709296', '3.1002661577', '2.5715326768', '2.5143773738', '2.9494516625', '1.7336718931', '1.2557665952', '0.6535276048', '0.0249371238', '-0.4446675067', '-0.7096833220', '-0.5921541990', '-0.2244265987', '0.2862905094', '1.1731113208', '2.1031903338', '2.6954966363', '2.1990684349', '4.0454292323', '2.5674427341', '3.6113244007', '2.3055126307', '1.6483697631', '1.2616348770', '1.0335374182', '0.6488266739', '0.3723460260', '0.1450832895', '-0.0876764700', '-0.3177438766', '-0.5231263342', '-0.6283402016', '-0.8731526147', '-0.8794258702', '-0.9569291095', '-0.9279168313', '-1.3229187112', '-1.2835494394', '-1.2309261072', '-1.5776157441', '-1.2711727003', '-1.1355080066', '-0.5964198876', '-0.4441281808', '0.0725776032', '0.5690549353', '1.0733948948', '1.4963153800', '1.7138950047', '1.3878969125', '1.0761297367', '0.3259899581', '-0.4174002726', '-1.4736773743', '-1.8001450372', '-2.5198508815', '-2.4477946861', '-3.0000488242', '-2.2239707675', '-1.9600552292', '-1.6186517943', '-0.9417113554', '-0.5414710566', '-0.4346568460', '-0.1404883478', '0.0666950090', '0.2583893073', '0.3976507174', '0.4692241649', '0.4918856073', '0.4897492034', '0.6774704530', '0.6540723757', '0.6895402515', '0.4996892454', '0.4789288846', '0.5758486515', '0.4348103485', '0.1930633074', '-0.0265171402', '-0.3595141427', '-0.9270802495', '-1.3956843693', '-1.4289975084', '-1.5138162464', '-2.3944873437', '-2.3625071721', '-2.0753959806', '-2.5519414539', '-1.1655589871', '-0.5698966084', '0.2008274219', '0.6644969618', '1.6455785962', '1.2662318483', '1.6305603116', '1.1762542448', '0.7506721730', '0.2922281283', '-0.1067579077', '-0.6019151551', '-0.7311559314', '-1.1745068451', '-1.1968951338', '-1.4650163958', '-1.3328424510', '-1.3214632975', '-1.3087924663', '-1.0402029382', '-1.5508182836', '-1.2105371836', '-1.0081103392', '-0.9335842398', '-0.9204472374', '-0.6198103660', '-0.4236170810', '-0.0981208830', '0.2353997269', '0.6902116029', '1.2719503941', '1.9587857894', '2.4354834958', '2.8867600049', '3.1803662180', '3.1358336162', '2.3091058123', '1.5845533100', '1.8932863171', '0.9700418909', '0.4470416987', '-0.2899962299', '-0.4513171080', '-0.6865861607', '-0.5527658516', '-0.0984733273', '0.4054620253', '0.8992340719', '1.4073370652', '1.8272201655', '1.8501918358', '2.5274727188', '2.6553851104', '2.3253359830', '2.7263958748', '1.8787409870', '2.8179176061', '2.2119925874', '2.5745536329', '2.5766544252', '1.1850004013', '2.4329132027', '1.4819070294', '1.3917050265', '1.1928134322', '0.9629235710', '0.3338992915', '-0.0433986179', '-0.6033211100', '-1.2566564150', '-1.7696241091', '-1.8011022989', '-2.9728677102', '-2.6127222221', '-1.8022161099', '-2.4221800123', '-1.6936343377']"
2025-06-04T11:47:36.046111,,,,49029387,,,,,,,,,0,
2025-06-04T11:47:37.965981,,,red,49029393,1749030457,,0,29,-10.93594293475266,,,,,
